order_id,user_id,product_id,quantity,order_date
110,967,8,3,2024-12-17
111,494,61,2,2025-03-08
112,991,16,1,2025-06-01
113,826,33,3,2024-08-19
114,303,6,1,2025-01-09
115,765,9,1,2025-06-14
116,892,39,2,2025-06-03
117,347,86,3,2024-12-15
118,824,2,3,2025-03-07
119,118,97,2,2024-11-04
120,480,13,2,2024-10-11
121,987,16,3,2025-03-13
122,78,78,3,2024-12-21
123,145,27,2,2024-10-23
124,773,76,1,2024-12-25
125,990,26,1,2024-11-01
126,232,24,2,2025-02-25
127,881,86,1,2024-10-26
128,693,45,2,2024-08-25
129,742,4,1,2025-03-15
130,691,12,1,2024-11-11
131,407,19,3,2024-09-17
132,991,96,3,2025-04-17
133,867,36,1,2024-12-30
134,824,75,1,2024-09-24
135,571,45,3,2025-05-29
136,375,46,3,2025-05-13
137,93,21,3,2024-12-04
138,810,65,2,2025-02-08
139,405,100,1,2025-05-18
140,15,94,3,2025-02-11
141,271,79,1,2024-07-12
142,550,31,2,2025-03-29
143,127,65,2,2025-02-13
144,466,73,3,2024-07-14
145,378,9,2,2025-04-07
146,689,13,1,2025-02-20
147,767,75,3,2025-02-03
148,689,98,1,2024-11-18
149,269,2,1,2024-09-15
150,599,68,2,2024-10-22
151,391,28,2,2025-03-25
152,843,92,2,2024-10-28
153,654,25,2,2025-06-10
154,963,37,2,2024-11-10
155,381,22,3,2025-02-03
156,111,97,1,2024-08-18
157,692,69,1,2025-03-24
158,240,1,1,2025-03-27
159,483,93,1,2025-05-16
160,26,13,2,2025-04-21
161,635,28,1,2024-06-25
162,906,65,3,2025-06-09
163,966,91,3,2024-10-27
164,575,61,1,2024-07-16
165,336,47,1,2025-01-18
166,938,90,3,2024-12-29
167,625,76,3,2025-02-01
168,227,24,2,2024-08-16
169,664,57,3,2025-02-03
170,65,87,2,2025-01-02
171,651,14,2,2024-10-13
172,844,24,2,2025-01-01
173,476,46,2,2024-08-12
174,932,49,2,2025-01-14
175,718,55,1,2025-02-02
176,310,28,3,2025-01-05
177,665,66,2,2024-07-29
178,419,30,3,2025-02-18
179,120,53,3,2025-02-23
180,144,15,2,2025-05-11
181,47,98,1,2024-09-06
182,969,41,2,2024-11-18
183,39,16,1,2025-05-24
184,312,60,3,2025-02-04
185,505,15,1,2025-03-05
186,119,67,1,2024-08-09
187,100,18,1,2025-01-27
188,241,64,3,2025-03-17
189,909,98,3,2024-11-02
190,551,47,1,2025-02-13
191,139,91,1,2025-01-05
192,398,37,2,2025-04-02
193,465,72,1,2025-03-01
194,380,93,2,2024-10-26
195,687,6,1,2025-05-13
196,973,11,2,2025-03-17
197,761,42,3,2025-04-16
198,714,64,1,2024-08-23
199,969,15,1,2024-09-02
200,554,50,1,2025-02-18
201,430,37,1,2025-02-17
202,602,59,2,2025-02-13
203,761,77,1,2025-02-27
204,745,95,3,2024-11-29
205,159,40,3,2025-04-19
206,907,88,1,2024-12-03
207,425,57,3,2024-12-18
208,671,29,1,2024-11-26
209,102,71,1,2025-05-16
210,854,53,3,2024-07-03
211,502,38,1,2025-02-22
212,631,55,3,2024-09-22
213,418,25,2,2024-11-15
214,962,9,1,2025-03-02
215,975,61,2,2024-08-03
216,287,87,3,2025-05-24
217,34,48,2,2024-10-17
218,707,23,2,2024-08-21
219,380,2,3,2024-07-27
220,223,87,2,2025-03-13
221,455,63,2,2024-12-12
222,456,87,3,2025-03-01
223,974,14,2,2025-04-19
224,242,51,3,2025-01-02
225,876,57,2,2025-05-05
226,372,67,3,2024-10-14
227,102,85,3,2024-11-05
228,703,87,2,2024-10-31
229,377,11,2,2024-12-10
230,558,16,2,2024-08-30
231,924,19,1,2024-12-30
232,661,51,1,2024-08-06
233,368,52,1,2024-08-12
234,63,89,3,2025-01-03
235,408,76,2,2025-05-13
236,283,14,3,2024-08-29
237,195,95,1,2024-12-12
238,992,22,2,2025-01-25
239,126,9,3,2024-08-02
240,972,47,2,2024-11-14
241,869,26,3,2024-11-18
242,844,44,2,2024-11-10
243,466,26,1,2024-10-24
244,94,77,1,2025-04-17
245,679,52,2,2025-02-03
246,218,16,3,2024-07-17
247,658,30,1,2024-12-31
248,655,55,1,2024-10-31
249,612,93,1,2024-07-22
250,995,64,2,2024-10-09
251,22,36,2,2025-03-22
252,52,98,3,2025-01-22
253,806,92,3,2025-01-21
254,342,99,3,2025-02-25
255,250,75,2,2025-06-16
256,129,76,2,2024-07-07
257,806,35,3,2025-01-09
258,579,97,3,2025-01-06
259,211,83,2,2025-01-14
260,71,52,3,2024-10-01
261,850,46,1,2025-05-02
262,784,61,2,2025-06-11
263,568,86,3,2025-01-07
264,213,78,2,2024-08-15
265,601,52,1,2024-11-29
266,222,63,2,2025-05-18
267,833,66,2,2025-04-09
268,891,36,2,2025-02-17
269,239,19,2,2025-06-09
270,337,99,1,2024-11-07
271,793,59,2,2025-04-15
272,152,14,2,2024-09-29
273,808,16,3,2024-10-03
274,923,33,2,2025-03-03
275,611,63,3,2024-07-20
276,3,64,1,2024-10-08
277,284,30,1,2025-03-12
278,880,81,1,2024-08-25
279,149,18,1,2024-10-04
280,134,4,3,2024-12-01
281,554,13,2,2025-01-30
282,257,95,1,2024-12-15
283,818,7,2,2024-11-05
284,179,9,3,2025-03-26
285,113,64,3,2024-11-09
286,677,87,3,2024-12-13
287,888,4,1,2024-08-22
288,27,23,2,2024-07-04
289,135,49,2,2025-05-13
290,16,78,2,2025-02-04
291,367,87,3,2024-12-30
292,809,42,1,2025-02-06
293,808,20,3,2025-03-09
294,244,39,3,2024-10-03
295,603,80,2,2025-02-17
296,332,80,3,2024-11-13
297,17,13,2,2025-05-07
298,179,98,1,2024-09-15
299,272,10,2,2025-03-21
300,54,85,1,2024-08-21
301,130,97,2,2025-01-22
302,760,67,3,2024-07-25
303,432,99,3,2024-08-10
304,539,64,1,2025-04-10
305,117,60,1,2024-10-17
306,764,26,1,2024-07-29
307,66,38,2,2024-09-01
308,488,85,2,2024-07-25
309,460,64,1,2024-12-28
310,797,63,3,2024-10-04
311,371,65,2,2025-06-01
312,526,34,2,2024-09-10
313,608,70,2,2025-02-23
314,112,44,1,2024-08-06
315,463,70,1,2024-10-27
316,516,70,1,2025-01-26
317,227,3,1,2025-02-10
318,969,98,1,2025-04-23
319,630,5,3,2024-08-17
320,45,56,3,2024-11-22
321,745,16,1,2025-05-30
322,803,50,2,2024-07-09
323,931,58,1,2025-06-18
324,888,41,3,2024-11-20
325,675,49,3,2024-08-29
326,534,57,2,2025-04-05
327,309,59,3,2024-06-30
328,470,5,1,2025-04-04
329,659,5,2,2025-04-16
330,988,23,1,2024-09-27
331,32,72,1,2025-04-17
332,63,85,2,2025-04-23
333,491,100,1,2025-03-16
334,868,39,3,2025-06-12
335,412,91,1,2025-03-29
336,437,22,2,2025-03-31
337,703,63,2,2024-06-19
338,111,56,2,2025-03-13
339,503,18,1,2025-01-30
340,730,40,2,2024-12-13
341,932,92,2,2025-05-10
342,455,50,1,2024-07-28
343,76,63,3,2025-01-24
344,921,98,1,2024-09-11
345,83,15,2,2025-06-10
346,330,73,2,2025-04-03
347,623,87,1,2024-11-17
348,152,63,3,2024-07-04
349,68,85,2,2024-12-25
350,130,71,2,2024-12-13
351,282,88,2,2024-09-05
352,640,70,1,2025-01-19
353,649,74,2,2024-10-23
354,600,61,3,2025-05-24
355,562,61,2,2025-01-31
356,730,72,2,2024-11-03
357,333,21,3,2025-05-05
358,391,65,2,2025-04-25
359,612,8,1,2025-05-21
360,544,51,1,2024-12-07
361,302,34,1,2025-06-05
362,465,64,3,2025-03-21
363,518,76,2,2025-04-29
364,620,49,1,2024-12-12
365,441,79,3,2024-10-07
366,102,87,2,2025-06-03
367,813,46,3,2025-05-14
368,719,99,1,2024-09-02
369,118,37,1,2024-10-23
370,874,42,1,2025-05-21
371,671,8,3,2024-09-02
372,667,4,3,2025-06-14
373,899,76,1,2024-12-09
374,788,6,3,2024-08-30
375,565,17,1,2024-07-08
376,739,47,1,2025-05-01
377,887,45,2,2025-06-11
378,221,95,3,2024-11-28
379,441,75,1,2025-01-19
380,463,4,1,2024-10-02
381,910,98,3,2025-05-18
382,234,81,2,2025-01-08
383,424,44,2,2025-01-27
384,348,49,1,2025-03-14
385,848,13,3,2024-11-09
386,465,55,2,2024-10-15
387,409,45,3,2024-08-18
388,426,46,3,2024-12-30
389,748,53,1,2025-03-16
390,98,45,2,2024-09-11
391,321,8,1,2024-09-29
392,438,85,2,2024-11-20
393,321,32,2,2025-01-23
394,682,32,2,2025-02-16
395,262,31,2,2025-01-22
396,384,83,2,2025-02-09
397,977,40,3,2025-03-26
398,157,76,1,2025-03-12
399,704,11,3,2025-04-09
400,946,89,2,2025-03-20
401,486,9,1,2025-04-16
402,69,40,2,2025-05-06
403,94,15,1,2024-08-29
404,852,44,3,2025-03-10
405,88,22,1,2024-10-27
406,96,3,1,2025-05-18
407,443,69,1,2025-01-31
408,99,42,1,2024-10-31
409,763,5,1,2024-08-11
410,757,59,2,2025-05-22
411,382,85,1,2024-07-30
412,832,55,1,2024-09-18
413,134,73,3,2025-06-12
414,570,66,1,2024-08-04
415,62,54,3,2024-08-18
416,601,35,2,2024-11-07
417,980,3,1,2025-03-21
418,576,90,3,2024-12-18
419,576,61,3,2025-02-01
420,338,76,2,2025-06-02
421,687,3,1,2024-10-26
422,126,41,1,2025-02-27
423,421,49,3,2025-06-13
424,363,74,1,2025-05-01
425,895,50,3,2024-09-04
426,682,42,1,2024-09-17
427,964,74,3,2024-10-07
428,769,13,1,2025-04-13
429,434,63,2,2024-11-04
430,889,13,1,2024-07-26
431,938,89,1,2025-01-04
432,739,87,2,2025-05-08
433,53,27,1,2025-03-16
434,992,44,2,2024-10-26
435,295,64,1,2025-06-09
436,615,65,3,2025-04-20
437,320,98,3,2024-07-02
438,361,86,1,2025-05-05
439,107,44,1,2025-03-10
440,592,22,1,2025-06-14
441,520,79,3,2025-03-26
442,218,39,1,2024-10-16
443,159,47,3,2025-06-07
444,673,56,2,2025-01-08
445,494,26,3,2024-12-14
446,230,64,3,2025-06-06
447,868,82,2,2025-05-28
448,111,10,3,2024-08-20
449,359,69,1,2025-03-20
450,866,28,1,2025-05-24
451,570,37,3,2024-09-30
452,377,34,1,2025-02-07
453,118,7,3,2025-05-09
454,781,39,1,2024-07-10
455,286,74,1,2025-06-05
456,588,52,3,2025-05-15
457,232,29,1,2025-02-03
458,827,80,3,2024-09-26
459,440,96,1,2024-08-25
460,866,12,1,2025-04-07
461,575,92,2,2025-03-03
462,998,75,2,2025-02-07
463,786,13,3,2024-12-21
464,839,76,2,2024-08-06
465,637,44,3,2024-09-07
466,629,35,2,2024-07-23
467,692,9,1,2024-10-14
468,659,73,3,2024-12-26
469,571,68,3,2025-06-11
470,27,61,1,2024-08-28
471,624,55,3,2025-05-16
472,952,27,3,2025-01-21
473,674,45,2,2024-09-02
474,850,10,3,2024-12-30
475,711,84,1,2025-04-07
476,274,39,2,2024-09-19
477,30,65,2,2024-09-08
478,185,39,1,2025-04-01
479,280,56,1,2024-10-14
480,720,85,2,2025-03-03
481,781,70,3,2025-05-13
482,317,41,2,2025-03-26
483,944,26,1,2025-03-14
484,348,54,2,2025-01-26
485,360,52,1,2024-09-30
486,7,33,2,2024-12-21
487,186,80,3,2024-08-15
488,891,66,2,2024-08-09
489,147,59,2,2024-06-19
490,580,86,1,2025-04-02
491,674,98,1,2024-06-25
492,411,71,1,2025-05-09
493,72,24,2,2025-05-17
494,146,3,3,2024-11-30
495,759,81,1,2024-08-18
496,649,91,1,2024-08-12
497,996,67,2,2024-12-06
498,32,24,1,2024-11-03
499,94,74,3,2024-06-19
500,765,64,3,2025-02-20
501,544,28,1,2024-12-02
502,221,85,1,2024-07-24
503,386,96,2,2025-02-07
504,430,60,3,2025-06-12
505,465,35,3,2024-06-29
506,350,82,1,2025-04-10
507,162,69,2,2025-01-02
508,379,79,3,2024-07-28
509,320,99,3,2024-09-10
510,739,56,2,2025-03-23
511,333,73,2,2025-03-11
512,796,94,3,2024-12-09
513,965,81,3,2025-01-13
514,582,8,2,2025-04-09
515,611,67,3,2025-03-19
516,87,26,1,2025-04-23
517,905,47,1,2024-09-03
518,54,60,2,2025-05-19
519,160,19,2,2024-11-30
520,162,31,2,2024-06-28
521,773,20,1,2025-02-14
522,633,96,3,2025-04-11
523,51,88,1,2024-09-28
524,691,98,3,2024-12-07
525,84,39,1,2025-04-29
526,279,56,3,2025-06-14
527,454,53,1,2025-06-01
528,678,41,2,2024-11-23
529,435,9,1,2025-02-18
530,498,82,3,2024-11-25
531,622,27,1,2025-05-28
532,453,53,1,2024-10-31
533,425,35,1,2025-05-05
534,280,37,2,2024-11-11
535,221,83,1,2024-08-04
536,774,21,2,2024-11-23
537,525,33,2,2024-10-28
538,117,88,1,2024-07-31
539,354,77,1,2025-02-04
540,441,31,1,2025-06-19
541,114,52,3,2025-06-15
542,291,31,1,2024-12-07
543,695,15,2,2025-06-12
544,695,20,1,2024-07-20
545,608,25,3,2025-05-05
546,499,4,1,2024-10-22
547,540,32,3,2024-12-30
548,684,40,3,2024-11-08
549,316,60,1,2025-04-20
550,47,63,2,2024-08-16
551,226,72,3,2025-05-14
552,405,56,1,2024-10-04
553,614,55,1,2025-01-18
554,57,83,2,2025-04-28
555,8,5,3,2024-11-23
556,210,26,3,2024-09-05
557,309,21,1,2025-03-17
558,969,35,1,2024-06-24
559,217,18,2,2024-11-30
560,786,4,2,2024-10-13
561,141,34,3,2024-06-21
562,783,36,3,2025-05-03
563,262,85,1,2025-04-02
564,297,71,3,2024-09-21
565,336,23,2,2024-07-20
566,123,83,2,2025-04-22
567,8,6,1,2024-11-23
568,510,93,2,2025-01-26
569,765,63,2,2025-05-09
570,441,3,2,2024-11-28
571,180,8,2,2025-04-13
572,133,11,1,2025-01-26
573,390,41,1,2024-09-22
574,546,78,3,2025-03-03
575,721,39,2,2024-11-08
576,236,9,3,2024-10-31
577,513,53,1,2025-04-02
578,573,47,1,2025-03-27
579,854,86,1,2025-01-28
580,685,85,1,2024-06-20
581,826,12,1,2024-07-28
582,363,51,1,2025-04-05
583,74,93,1,2024-11-25
584,407,18,2,2024-12-21
585,883,31,3,2024-12-13
586,760,15,1,2024-09-27
587,44,74,2,2025-01-21
588,447,95,2,2024-09-02
589,20,65,3,2025-01-04
590,471,16,1,2025-03-26
591,944,67,3,2025-04-09
592,80,86,1,2024-09-11
593,883,75,2,2025-02-14
594,321,100,2,2025-04-27
595,590,68,2,2025-04-27
596,440,33,2,2025-03-19
597,588,64,3,2024-12-31
598,415,12,1,2025-04-20
599,727,31,1,2024-12-06
600,656,77,3,2024-07-04
601,428,16,1,2025-03-26
602,297,99,2,2025-05-28
603,118,41,1,2024-07-30
604,415,43,2,2024-10-12
605,22,75,3,2024-11-20
606,990,95,1,2025-05-07
607,333,50,3,2024-10-05
608,176,96,1,2025-03-26
609,821,96,2,2025-03-23
610,971,31,3,2024-07-24
611,633,55,1,2024-11-24
612,472,28,2,2024-07-31
613,852,19,3,2024-08-01
614,707,14,3,2025-04-27
615,942,23,1,2025-03-15
616,371,28,1,2025-02-05
617,91,36,1,2025-01-24
618,448,57,2,2024-12-30
619,865,53,1,2024-08-02
620,109,33,3,2025-05-20
621,250,76,3,2025-05-11
622,447,8,1,2024-12-14
623,604,63,1,2024-09-19
624,411,69,3,2024-10-15
625,537,48,2,2024-09-26
626,81,90,1,2024-10-12
627,406,15,1,2025-03-05
628,892,41,3,2025-02-05
629,318,70,1,2024-06-22
630,764,55,2,2025-02-28
631,348,61,3,2025-06-03
632,227,88,1,2024-09-24
633,342,32,3,2024-07-24
634,798,36,1,2025-04-01
635,173,19,1,2025-02-13
636,79,47,1,2025-06-11
637,523,61,2,2024-09-05
638,649,92,2,2025-05-10
639,117,48,3,2024-11-24
640,544,40,1,2025-04-18
641,523,3,1,2024-10-15
642,199,83,2,2024-12-20
643,928,78,1,2024-10-17
644,795,5,2,2024-07-15
645,358,95,1,2024-07-25
646,360,85,3,2025-02-14
647,745,7,1,2025-02-15
648,982,89,1,2024-12-30
649,839,86,2,2024-10-03
650,661,31,1,2024-08-19
651,835,33,1,2025-05-21
652,152,71,2,2025-05-28
653,242,50,3,2025-05-15
654,106,40,3,2024-11-15
655,150,82,2,2024-08-07
656,263,90,2,2024-09-13
657,203,47,2,2025-01-16
658,178,88,2,2025-05-27
659,617,16,2,2024-07-17
660,157,69,3,2025-03-12
661,779,31,3,2024-12-30
662,778,57,2,2025-04-27
663,672,50,1,2024-10-11
664,78,2,2,2024-06-29
665,182,51,1,2025-05-22
666,975,33,2,2025-05-18
667,792,39,2,2024-06-20
668,644,12,3,2025-05-19
669,506,97,1,2025-02-27
670,476,31,1,2025-06-16
671,773,39,3,2025-04-26
672,578,27,3,2025-03-11
673,779,21,3,2025-03-08
674,594,57,3,2025-03-17
675,460,81,1,2025-02-26
676,698,41,1,2025-01-22
677,947,99,2,2025-03-31
678,904,83,2,2025-03-22
679,579,53,3,2024-07-25
680,659,5,3,2024-07-21
681,651,36,3,2024-09-13
682,640,11,2,2024-09-04
683,331,100,2,2025-04-01
684,885,63,2,2024-11-28
685,995,61,2,2024-10-07
686,643,95,2,2024-07-15
687,324,53,2,2025-05-12
688,155,43,2,2025-02-18
689,451,92,3,2024-09-29
690,70,55,3,2024-06-21
691,481,13,3,2024-10-24
692,453,21,3,2025-06-03
693,647,90,2,2025-05-12
694,311,34,1,2025-04-16
695,816,65,2,2025-01-04
696,282,9,1,2025-03-14
697,606,46,3,2024-10-10
698,58,54,2,2025-04-16
699,361,78,3,2024-09-06
700,520,94,2,2025-06-15
701,76,71,3,2025-01-15
702,318,95,1,2024-07-30
703,473,42,1,2025-02-19
704,463,59,1,2025-03-19
705,39,89,2,2024-12-22
706,59,4,1,2025-02-03
707,378,98,2,2024-09-23
708,852,7,1,2025-02-28
709,294,83,1,2025-01-14
710,79,83,2,2024-09-20
711,661,24,2,2024-10-13
712,885,81,1,2025-04-08
713,876,57,2,2024-08-21
714,93,83,1,2025-03-14
715,630,18,2,2025-03-09
716,609,1,3,2024-09-29
717,520,52,3,2025-03-10
718,394,26,3,2024-07-24
719,474,81,3,2024-09-28
720,595,40,3,2024-11-27
721,568,41,1,2025-04-04
722,978,74,3,2024-12-18
723,811,11,3,2024-07-30
724,757,15,3,2024-12-18
725,918,21,3,2024-11-04
726,43,32,2,2024-09-24
727,461,67,1,2024-09-10
728,931,92,3,2025-03-14
729,830,99,3,2025-05-16
730,586,84,3,2024-10-31
731,668,98,1,2025-02-17
732,193,17,2,2024-11-30
733,330,77,1,2025-03-30
734,620,88,2,2025-06-19
735,488,53,3,2024-07-14
736,514,41,3,2025-01-29
737,155,58,1,2025-01-31
738,981,62,1,2025-01-09
739,64,95,2,2025-03-28
740,462,18,2,2024-10-21
741,106,34,1,2024-07-21
742,831,23,2,2024-10-14
743,921,88,1,2024-07-20
744,858,76,2,2025-03-07
745,352,42,1,2024-11-10
746,732,37,1,2024-07-06
747,87,26,1,2025-06-06
748,517,11,2,2024-08-14
749,662,54,2,2025-01-04
750,177,48,2,2024-08-08
751,41,24,1,2025-05-06
752,254,51,2,2024-12-05
753,725,49,2,2024-11-24
754,449,74,1,2024-07-28
755,450,29,3,2025-01-05
756,537,3,1,2025-02-11
757,536,3,2,2024-10-22
758,625,72,1,2025-03-17
759,163,83,3,2024-09-25
760,373,79,1,2024-07-30
761,382,81,2,2024-07-14
762,940,30,3,2024-10-09
763,290,12,2,2024-07-10
764,397,60,3,2024-08-21
765,419,26,3,2024-06-30
766,794,34,1,2025-05-23
767,347,90,1,2024-10-27
768,696,22,2,2025-03-30
769,613,7,1,2025-04-30
770,54,52,1,2024-09-11
771,809,80,3,2024-12-29
772,647,55,1,2025-02-15
773,663,77,3,2024-10-07
774,343,34,3,2024-11-09
775,68,20,3,2024-07-20
776,338,12,2,2025-04-28
777,97,48,2,2025-05-17
778,572,22,2,2024-12-22
779,695,73,3,2024-08-15
780,396,16,2,2025-06-12
781,291,2,2,2024-11-10
782,259,92,1,2024-09-02
783,742,68,2,2025-04-06
784,873,56,2,2025-02-05
785,673,99,3,2025-03-04
786,988,59,3,2024-10-31
787,929,87,3,2025-01-30
788,618,64,3,2024-09-29
789,895,16,3,2025-02-23
790,154,29,3,2025-01-05
791,342,92,2,2024-11-27
792,84,27,3,2024-07-08
793,597,25,3,2025-01-17
794,680,35,1,2024-10-26
795,145,37,2,2024-09-20
796,939,96,2,2024-12-24
797,359,64,2,2025-04-06
798,318,49,3,2024-11-15
799,991,17,3,2025-06-15
800,672,56,3,2025-05-30
801,716,27,1,2025-01-21
802,679,77,3,2025-03-14
803,402,28,1,2024-07-07
804,133,37,2,2024-07-27
805,610,94,3,2025-01-11
806,726,87,1,2024-12-26
807,961,25,1,2024-12-26
808,87,54,3,2025-03-26
809,318,24,2,2025-01-18
810,573,53,2,2024-11-03
811,386,19,2,2024-08-20
812,659,4,1,2025-02-06
813,811,38,1,2024-08-31
814,337,34,1,2024-11-14
815,833,31,1,2025-01-09
816,131,80,2,2025-05-24
817,687,58,3,2024-10-23
818,720,32,1,2025-06-03
819,849,48,1,2025-04-16
820,970,75,2,2024-11-19
821,757,88,3,2025-01-14
822,702,83,3,2024-10-13
823,935,59,2,2025-04-27
824,540,11,2,2024-12-25
825,96,2,3,2024-07-28
826,662,61,1,2024-09-06
827,687,18,3,2025-01-02
828,434,42,2,2024-08-01
829,521,89,1,2025-06-15
830,371,51,1,2025-02-22
831,19,88,2,2025-02-14
832,372,28,2,2024-10-21
833,317,92,2,2024-06-26
834,185,50,3,2024-08-18
835,974,91,3,2024-08-29
836,220,55,1,2024-12-18
837,350,95,2,2024-07-10
838,971,77,1,2024-12-28
839,785,33,1,2024-12-24
840,498,10,1,2025-02-16
841,197,13,1,2024-08-19
842,232,72,2,2024-08-24
843,141,8,1,2025-03-11
844,159,7,2,2024-09-23
845,80,43,2,2025-06-05
846,303,31,3,2024-12-11
847,865,61,2,2024-11-27
848,808,46,3,2025-05-06
849,104,78,2,2024-10-25
850,520,86,2,2024-10-10
851,790,77,2,2024-11-20
852,553,91,3,2025-06-04
853,856,96,3,2024-12-27
854,757,6,1,2024-10-21
855,905,1,3,2025-04-22
856,540,33,3,2025-04-06
857,39,65,3,2024-07-25
858,678,80,3,2024-07-13
859,345,49,1,2024-10-08
860,898,39,3,2025-02-17
861,785,51,2,2024-09-27
862,633,86,2,2024-11-06
863,135,48,3,2025-02-17
864,612,17,3,2024-11-10
865,386,72,2,2024-10-18
866,158,6,2,2024-07-20
867,167,75,1,2025-04-04
868,186,23,2,2025-05-09
869,852,34,2,2024-07-24
870,710,22,3,2024-06-21
871,790,65,2,2024-11-27
872,640,64,1,2025-02-25
873,829,44,2,2025-01-14
874,925,60,3,2025-01-31
875,170,17,3,2025-02-19
876,739,12,2,2025-03-18
877,449,41,3,2024-11-21
878,45,91,1,2025-02-17
879,421,68,1,2025-05-15
880,374,56,2,2025-01-18
881,693,19,2,2025-02-09
882,737,34,2,2024-11-12
883,244,15,3,2025-04-08
884,993,41,1,2024-11-29
885,455,6,1,2025-03-08
886,626,17,3,2024-07-02
887,292,64,1,2024-06-24
888,771,36,2,2024-11-22
889,767,96,2,2024-07-21
890,803,47,2,2024-12-14
891,460,56,1,2024-10-30
892,240,37,2,2024-07-31
893,547,34,3,2025-01-07
894,245,79,3,2024-06-25
895,317,98,1,2024-11-25
896,989,34,3,2025-05-22
897,829,67,3,2025-02-20
898,804,41,1,2024-08-03
899,481,56,2,2024-09-24
900,926,22,2,2025-05-13
901,856,41,2,2024-08-15
902,199,95,1,2025-04-26
903,377,63,3,2024-12-13
904,695,98,2,2024-10-13
905,970,20,2,2024-08-19
906,585,72,1,2025-05-04
907,452,85,2,2024-10-01
908,473,82,1,2024-08-24
909,788,57,3,2024-09-11
910,289,7,1,2024-11-23
911,797,25,1,2024-12-06
912,392,20,1,2025-02-17
913,515,7,1,2025-03-25
914,541,30,3,2024-12-21
915,429,24,3,2024-11-21
916,990,5,2,2024-11-26
917,166,61,3,2025-02-23
918,837,34,3,2025-03-19
919,205,21,2,2024-06-23
920,821,91,3,2024-09-27
921,620,60,1,2024-10-21
922,142,56,1,2025-05-20
923,894,15,2,2024-07-02
924,257,64,2,2025-04-22
925,54,6,2,2024-08-16
926,657,57,1,2025-06-10
927,493,46,3,2024-06-26
928,896,91,1,2025-02-05
929,381,72,2,2024-10-09
930,568,63,3,2025-02-03
